attr2888,attr2889,attr2890,attr2891,attr2892,attr2893,attr2894,attr2895,attr2896,attr2897,attr2898,attr2899,id,classification
-0.294,0.057,0.259,0.622,0.409,0.258,0.258,0.015,0.057,-0.089,-0.089,0.406,Dada-U6_GA,2.1
-0.242,0.138,0.388,0.59,0.468,0.386,0.386,0.102,0.14,-0.116,-0.116,0.464,Dada-U6_OL,2.1
-0.34,0.15,0.368,0.692,0.506,0.367,0.367,0.087,0.15,-0.046,-0.046,0.502,Dada-U6_SS,2.1
-0.223,0.16,0.411,0.797,0.603,0.411,0.411,0.117,0.163,0.069,0.069,0.6,DASIA-2,2.1
-0.283,0.153,0.45,0.661,0.609,0.448,0.448,0.118,0.154,-0.028,-0.028,0.605,Dbusck2cons,2.1.1.8
-0.236,0.174,0.41,0.619,0.47,0.409,0.409,0.175,0.174,-0.014,-0.014,0.465,Dbuski1cons,2.1.1.8
-0.23,0.004,0.236,0.649,0.476,0.235,0.235,0.069,0.003,0.024,0.024,0.473,Dcardi9,2.1.1.8
-0.323,0.481,0.854,0.629,0.807,0.854,0.854,0.435,0.49,0.012,0.012,0.803,DEC1,2.1
-0.323,0.491,0.879,0.602,0.803,0.878,0.878,0.577,0.502,0.021,0.021,0.8,DEC2,2.1
-0.393,0.317,0.493,0.638,0.558,0.493,0.493,0.154,0.316,0.008,0.008,0.554,DEIMOS_TM,2.1
-0.328,0.259,0.437,1.017,0.647,0.438,0.438,0.142,0.259,0.246,0.246,0.646,DELAY,2.1.1.3
-0.278,0.294,0.619,0.738,0.699,0.618,0.618,0.287,0.298,0.065,0.065,0.695,DESMAR1,2.1.1.8
-0.469,0.162,0.318,0.513,0.537,0.315,0.315,0.08,0.161,-0.08,-0.08,0.534,DITAIL,2.1.1.7
-0.545,0.085,0.272,0.627,0.455,0.269,0.269,0.119,0.083,-0.035,-0.035,0.452,DITTO,2.1.1.7
-0.648,0.362,0.43,0.696,0.523,0.429,0.429,0.111,0.359,0.019,0.019,0.522,DITTO3,2.1.1.7
-0.346,0.291,0.642,0.739,0.703,0.642,0.642,0.27,0.294,0.103,0.103,0.7,Dmedpu27,2.1.1.8
-0.205,0.121,0.41,0.6,0.532,0.41,0.41,0.203,0.123,-0.016,-0.016,0.528,Dmedtr1cons,2.1.1.8
-0.345,0.307,0.678,0.792,0.823,0.676,0.676,0.242,0.314,0.091,0.091,0.816,DNA-0-1_NV,2.1
-0.45,0.19,0.337,0.844,0.628,0.335,0.335,0.153,0.188,0.183,0.183,0.622,DNA-0-2_NV,2.1
-0.312,0.381,0.694,0.767,0.739,0.692,0.692,0.28,0.385,0.071,0.071,0.734,DNA-0-3_NV,2.1
-0.383,0.274,0.565,0.671,0.633,0.565,0.565,0.119,0.277,-0.004,-0.004,0.63,DNA-1-11_DR,2.1
-0.298,0.476,0.726,0.637,0.694,0.725,0.725,0.391,0.483,0.039,0.039,0.69,DNA-1-1_SP,2.1
-0.381,0.462,0.751,0.678,0.735,0.749,0.749,0.146,0.466,0.024,0.024,0.732,DNA-1-2_SP,2.1
-0.32,0.199,0.378,0.779,0.583,0.376,0.376,0.062,0.199,0.029,0.029,0.578,DNA-1-3B_DR,2.1
-0.353,0.182,0.355,0.835,0.587,0.353,0.353,0.072,0.182,0.071,0.071,0.582,DNA-1-3_DR,2.1
-0.404,0.146,0.321,0.815,0.536,0.319,0.319,0.104,0.146,0.04,0.04,0.532,DNA-1-5_DR,2.1
-0.263,0.381,0.654,0.574,0.594,0.653,0.653,0.229,0.386,-0.117,-0.117,0.591,DNA-1-6_DR,2.1
-0.513,0.236,0.536,0.738,0.729,0.533,0.533,0.165,0.237,0.087,0.087,0.725,DNA-1-7_DR,2.1
-0.418,0.364,0.658,0.683,0.718,0.656,0.656,0.293,0.367,-0.016,-0.016,0.714,DNA-1-8_DR,2.1
-0.337,0.152,0.293,0.733,0.479,0.293,0.293,0.038,0.152,0.023,0.023,0.477,DNA-1-9_CR,2.1
-0.58,0.317,0.447,0.622,0.45,0.447,0.447,0.06,0.315,-0.066,-0.066,0.447,DNA-10-1_DR,2.1
-0.313,0.26,0.516,0.581,0.569,0.515,0.515,0.144,0.263,-0.041,-0.041,0.564,DNA-10-1_NV,2.1
-0.384,0.459,0.775,0.632,0.67,0.773,0.773,0.376,0.467,-0.035,-0.035,0.666,DNA-101_LSal,2.1
-0.352,0.396,0.755,0.62,0.83,0.754,0.754,0.384,0.4,0.0,0.0,0.83,DNA-102_LSal,2.1
-0.348,0.339,0.685,0.815,0.772,0.683,0.683,0.343,0.348,0.087,0.087,0.767,DNA-104B_LSal,2.1
-0.313,0.538,0.836,0.584,0.707,0.834,0.834,0.528,0.545,0.07,0.07,0.702,DNA-105_LSal,2.1
-0.27,0.41,0.8,0.542,0.846,0.801,0.801,0.446,0.418,-0.069,-0.069,0.846,DNA-107_LSal,2.1
-0.472,0.466,0.772,0.653,0.75,0.771,0.771,0.303,0.471,0.04,0.04,0.747,DNA-10N_SBi,2.1
-0.277,0.479,0.773,0.564,0.653,0.771,0.771,0.352,0.485,-0.105,-0.105,0.649,DNA-10_AAe,2.1
-0.274,0.462,0.766,0.531,0.674,0.765,0.765,0.421,0.469,-0.044,-0.044,0.671,DNA-10_ALy,2.1
-0.243,0.183,0.432,0.794,0.583,0.431,0.431,0.11,0.186,0.044,0.044,0.579,DNA-10_CCri,2.1
-0.304,0.494,0.814,0.753,0.877,0.813,0.813,0.412,0.5,0.099,0.099,0.872,DNA-10_CGi,2.1
-0.372,0.315,0.6,0.61,0.649,0.599,0.599,0.147,0.318,-0.015,-0.015,0.646,DNA-10_CTe,2.1
-0.412,0.264,0.541,0.7,0.643,0.539,0.539,0.183,0.266,0.008,0.008,0.639,DNA-10_EL,2.1
-0.255,0.416,0.711,0.564,0.605,0.709,0.709,0.277,0.421,-0.076,-0.076,0.601,DNA-10_LSal,2.1
-0.223,0.351,0.706,0.685,0.782,0.704,0.704,0.52,0.359,0.073,0.073,0.777,DNA-10_MLP,2.1
-0.328,0.658,0.918,0.492,0.671,0.919,0.919,0.47,0.667,-0.029,-0.029,0.668,DNA-10_OS,2.1
-0.177,0.368,0.698,0.701,0.661,0.696,0.696,0.293,0.374,-0.035,-0.035,0.656,DNA-10_PSt,2.1
-0.502,0.166,0.287,0.992,0.668,0.285,0.285,0.04,0.16,0.26,0.26,0.663,DNA-10_SSa,2.1
-0.457,0.554,0.87,0.707,0.806,0.869,0.869,0.325,0.561,0.073,0.073,0.802,DNA-11N_SBi,2.1
-0.466,0.165,0.383,0.559,0.44,0.382,0.382,-0.025,0.167,-0.149,-0.149,0.436,DNA-11_AFC,2.1
-0.375,0.373,0.624,0.706,0.68,0.623,0.623,0.241,0.377,0.03,0.03,0.677,DNA-11_CGi,2.1
-0.334,-0.026,0.2,0.751,0.454,0.198,0.198,0.102,-0.026,0.018,0.018,0.45,DNA-11_Crp,2.1.1.7
-0.353,0.242,0.458,0.631,0.577,0.456,0.456,0.145,0.243,-0.024,-0.024,0.574,DNA-11_CTe,2.1
-0.386,0.225,0.467,0.595,0.545,0.465,0.465,0.108,0.228,-0.048,-0.048,0.541,DNA-11_EL,2.1
-0.47,0.338,0.584,0.695,0.672,0.583,0.583,0.138,0.34,0.076,0.076,0.67,DNA-11_LSal,2.1
-0.356,0.224,0.571,0.789,0.713,0.569,0.569,0.234,0.229,0.082,0.082,0.708,DNA-11_NV,2.1
-0.5,0.054,0.156,0.368,0.199,0.155,0.155,-0.037,0.051,-0.067,-0.067,0.199,DNA-11_OS,2.1
-0.43,0.225,0.402,0.53,0.451,0.4,0.4,0.134,0.224,-0.105,-0.105,0.448,DNA-11_PSt,2.1
-0.343,0.272,0.555,0.659,0.617,0.553,0.553,0.149,0.277,0.019,0.019,0.612,DNA-11_SSa,2.1
-0.48,0.542,0.804,0.627,0.725,0.803,0.803,0.297,0.546,0.023,0.023,0.722,DNA-12N_SBi,2.1
-0.213,0.212,0.344,0.478,0.405,0.342,0.342,0.05,0.211,-0.11,-0.11,0.4,DNA-12_AAe,2.1
-0.265,0.343,0.575,0.633,0.58,0.574,0.574,0.221,0.348,-0.007,-0.007,0.576,DNA-12_CGi,2.1
-0.319,0.4,0.678,0.759,0.782,0.676,0.676,0.253,0.404,0.066,0.066,0.775,DNA-12_Crp,2.1
-0.276,0.26,0.484,0.733,0.649,0.482,0.482,0.007,0.258,0.019,0.019,0.643,DNA-12_CTe,2.1
-0.324,0.301,0.626,0.612,0.675,0.625,0.625,0.192,0.306,-0.057,-0.057,0.67,DNA-12_EL,2.1
-0.154,0.404,0.694,0.832,0.668,0.695,0.695,0.279,0.411,0.193,0.193,0.666,DNA-12_OS,2.1
-0.305,0.258,0.616,0.702,0.742,0.615,0.615,0.207,0.264,0.045,0.045,0.737,DNA-12_SSa,2.1
-0.331,0.408,0.646,0.592,0.606,0.646,0.646,0.188,0.413,0.01,0.01,0.604,DNA-13_AAe,2.1
-0.325,0.524,0.779,0.468,0.6,0.779,0.779,0.375,0.529,-0.017,-0.017,0.596,DNA-13_ALy,2.1
-0.427,0.134,0.363,0.667,0.533,0.361,0.361,0.066,0.134,-0.03,-0.03,0.529,DNA-13_EL,2.1
-0.408,0.419,0.673,0.585,0.628,0.672,0.672,0.208,0.425,-0.042,-0.042,0.624,DNA-13_LSal,2.1
-0.332,0.183,0.428,0.865,0.646,0.427,0.427,0.124,0.184,0.044,0.044,0.643,DNA-13_OS,2.1
-0.337,0.442,0.945,0.553,0.773,0.945,0.945,0.511,0.45,-0.122,-0.122,0.767,DNA-13_PSt,2.1
-0.318,0.212,0.492,0.712,0.562,0.491,0.491,0.113,0.214,0.002,0.002,0.557,DNA-13_SSa,2.1
-0.359,0.225,0.479,0.751,0.619,0.477,0.477,0.134,0.227,0.04,0.04,0.615,DNA-14B_LSal,2.1
-0.44,0.262,0.446,0.48,0.431,0.445,0.445,0.096,0.263,-0.044,-0.044,0.428,DNA-14_AAe,2.1
-0.263,0.352,0.688,0.65,0.653,0.687,0.687,0.339,0.357,0.013,0.013,0.648,DNA-14_AFC,2.1
-0.339,0.351,0.569,0.619,0.54,0.568,0.568,0.328,0.356,-0.02,-0.02,0.535,DNA-14_ALy,2.1
-0.447,0.332,0.676,0.705,0.773,0.674,0.674,0.222,0.337,0.025,0.025,0.767,DNA-14_EL,2.1
-0.327,0.397,0.713,0.725,0.722,0.711,0.711,0.291,0.402,0.041,0.041,0.718,DNA-14_LSal,2.1
-0.329,0.203,0.46,0.778,0.609,0.459,0.459,0.127,0.204,0.035,0.035,0.604,DNA-14_OS,2.1
-0.246,0.06,0.266,0.578,0.337,0.266,0.266,0.16,0.062,0.059,0.059,0.335,DNA-14_PSt,2.1
-0.313,0.112,0.35,0.596,0.477,0.349,0.349,0.054,0.113,-0.062,-0.062,0.475,DNA-14_SSa,2.1
-0.368,0.151,0.354,0.473,0.445,0.352,0.352,0.031,0.151,-0.097,-0.097,0.44,DNA-15B_CGi,2.1
-0.38,0.335,0.573,0.598,0.62,0.572,0.572,0.209,0.337,0.005,0.005,0.617,DNA-15B_LSal,2.1
-0.31,0.215,0.513,0.75,0.623,0.512,0.512,0.127,0.218,0.008,0.008,0.618,DNA-15B_OS,2.1
-0.312,0.412,0.734,0.706,0.742,0.733,0.733,0.338,0.418,0.051,0.051,0.738,DNA-15_AAe,2.1
-0.237,0.143,0.409,0.54,0.584,0.407,0.407,0.019,0.145,-0.052,-0.052,0.58,DNA-15_CGi,2.1
-0.382,0.196,0.455,0.589,0.546,0.453,0.453,0.08,0.197,-0.031,-0.031,0.541,DNA-15_EL,2.1
-0.393,0.434,0.716,0.772,0.749,0.715,0.715,0.303,0.437,0.08,0.08,0.747,DNA-15_LSal,2.1
-0.327,0.226,0.498,0.802,0.615,0.497,0.497,0.11,0.228,0.048,0.048,0.611,DNA-15_OS,2.1
-0.301,0.221,0.437,0.605,0.476,0.436,0.436,0.145,0.222,-0.05,-0.05,0.472,DNA-15_PSt,2.1
-0.08,0.359,0.632,0.495,0.575,0.631,0.631,0.162,0.363,-0.083,-0.083,0.575,DNA-16_AAe,2.1
-0.273,0.526,0.884,0.984,0.752,0.884,0.884,0.618,0.536,0.291,0.291,0.747,DNA-16_ALy,2.1
-0.416,0.421,0.723,0.697,0.727,0.722,0.722,0.339,0.426,0.035,0.035,0.723,DNA-16_CGi,2.1
-0.342,0.284,0.546,0.692,0.66,0.545,0.545,0.092,0.287,0.029,0.029,0.656,DNA-16_EL,2.1
-0.205,0.09,0.431,0.647,0.717,0.427,0.427,-0.051,0.086,0.122,0.122,0.716,DNA-16_OS,2.1
-0.275,0.194,0.541,0.625,0.618,0.539,0.539,0.235,0.196,-0.028,-0.028,0.614,DNA-16_PSt,2.1
-0.303,0.127,0.318,0.617,0.45,0.317,0.317,0.083,0.127,-0.039,-0.039,0.446,DNA-17_CCri,2.1
-0.34,0.194,0.384,0.58,0.491,0.382,0.382,0.108,0.193,-0.084,-0.084,0.488,DNA-17_CGi,2.1
-0.134,0.112,0.286,0.556,0.291,0.286,0.286,0.03,0.112,-0.19,-0.19,0.29,DNA-17_LSal,2.1
-0.305,0.144,0.348,0.647,0.476,0.347,0.347,0.094,0.145,-0.024,-0.024,0.473,DNA-18_CCri,2.1
-0.396,0.453,0.75,0.81,0.775,0.748,0.748,0.391,0.459,0.102,0.102,0.77,DNA-18_CGi,2.1
-0.384,0.201,0.422,0.544,0.491,0.421,0.421,0.123,0.202,-0.08,-0.08,0.487,DNA-18_EL,2.1
-0.042,0.263,0.527,0.699,0.582,0.526,0.526,0.075,0.269,-0.017,-0.017,0.58,DNA-18_PSt,2.1
-0.344,0.167,0.446,0.575,0.558,0.446,0.446,0.153,0.168,-0.073,-0.073,0.553,DNA-19B_EL,2.1
-0.265,0.253,0.509,0.576,0.492,0.506,0.506,0.173,0.257,-0.054,-0.054,0.488,DNA-19_AFC,2.1
-0.263,0.223,0.537,0.76,0.698,0.535,0.535,0.247,0.226,0.066,0.066,0.693,DNA-19_CCri,2.1
-0.331,0.432,0.757,0.632,0.749,0.756,0.756,0.212,0.437,-0.015,-0.015,0.746,DNA-19_CGi,2.1
-0.39,0.182,0.416,0.521,0.477,0.415,0.415,0.081,0.183,-0.112,-0.112,0.473,DNA-19_EL,2.1
-0.449,0.331,0.531,0.488,0.529,0.531,0.531,0.13,0.333,-0.049,-0.049,0.527,DNA-19_LSal,2.1
-0.32,0.264,0.527,0.614,0.587,0.525,0.525,0.302,0.267,0.034,0.034,0.582,DNA-1B_LSal,2.1
-0.175,0.258,0.589,0.636,0.697,0.587,0.587,0.292,0.26,0.029,0.029,0.691,DNA-1N_PPa,2.1
-0.329,0.322,0.572,0.62,0.607,0.571,0.571,0.2,0.325,-0.014,-0.014,0.604,DNA-1_AAe,2.1
-0.306,0.439,0.764,0.604,0.687,0.764,0.764,0.154,0.446,-0.044,-0.044,0.682,DNA-1_ADi,2.1
-0.376,0.461,0.855,0.905,0.935,0.854,0.854,0.34,0.469,0.143,0.143,0.933,DNA-1_AG,2.1
-0.463,0.593,0.888,0.617,0.779,0.889,0.889,0.618,0.601,0.06,0.06,0.777,DNA-1_ALy,2.1
-0.345,0.306,0.62,0.687,0.662,0.618,0.618,0.208,0.312,0.022,0.022,0.657,DNA-1_ATr,2.1
-0.369,0.129,0.318,0.571,0.453,0.317,0.317,0.076,0.129,-0.074,-0.074,0.45,DNA-1_Bf,2.1
-0.291,0.733,1.03,0.789,0.876,1.03,1.03,0.826,0.743,0.131,0.131,0.872,DNA-1_BTe,2.1
-0.299,0.27,0.525,0.653,0.571,0.524,0.524,0.19,0.273,-0.017,-0.017,0.567,DNA-1_CCri,2.1
-0.415,0.312,0.578,0.639,0.652,0.577,0.577,0.223,0.315,-0.01,-0.01,0.647,DNA-1_CGi,2.1
-0.173,0.654,1.034,0.766,0.894,1.034,1.034,0.405,0.668,0.113,0.113,0.89,DNA-1_CQ,2.1
-0.271,0.331,0.649,0.665,0.712,0.647,0.647,0.157,0.336,0.006,0.006,0.707,DNA-1_CTe,2.1
-0.421,0.424,0.837,0.765,0.842,0.835,0.835,0.409,0.431,0.079,0.079,0.836,DNA-1_DBp,2.1
-0.399,0.318,0.633,0.721,0.703,0.632,0.632,0.079,0.321,0.021,0.021,0.697,DNA-1_DEu,2.1
-0.317,0.293,0.586,0.827,0.72,0.585,0.585,0.228,0.296,0.072,0.072,0.717,DNA-1_DPe,2.1
-0.313,0.494,0.864,0.935,0.902,0.863,0.863,0.367,0.502,0.151,0.151,0.896,DNA-1_DPu,2.1
-0.337,0.492,0.856,0.734,0.743,0.856,0.856,0.382,0.502,0.088,0.088,0.739,DNA-1_ECa,2.1
-0.352,0.186,0.401,0.519,0.515,0.399,0.399,0.075,0.186,-0.014,-0.014,0.512,DNA-1_EL,2.1
-0.374,0.157,0.339,0.551,0.445,0.337,0.337,0.093,0.156,-0.049,-0.049,0.442,DNA-1_EN,2.1.1.10
-0.371,0.537,0.75,0.436,0.624,0.748,0.748,0.347,0.545,-0.033,-0.033,0.621,DNA-1_EPa,2.1
-0.163,0.012,0.346,0.613,0.483,0.345,0.345,0.055,0.015,0.044,0.044,0.478,DNA-1_FR,2.1
-0.181,0.109,0.406,0.85,0.596,0.404,0.404,0.165,0.112,0.017,0.017,0.592,DNA-1_FV,2.1
-0.31,0.151,0.439,0.736,0.547,0.437,0.437,0.15,0.153,0.006,0.006,0.541,DNA-1_Gav,2.1
-0.273,0.39,0.633,0.548,0.566,0.632,0.632,0.278,0.395,-0.025,-0.025,0.56,DNA-1_LG,2.1
-0.359,0.257,0.53,0.675,0.623,0.529,0.529,0.149,0.26,-0.006,-0.006,0.619,DNA-1_LMi,2.1
-0.417,0.304,0.608,0.673,0.697,0.606,0.606,0.265,0.309,0.059,0.059,0.692,DNA-1_LSa,2.1
-0.357,0.598,1.035,0.603,0.921,1.036,1.036,0.434,0.609,0.058,0.058,0.92,DNA-1_LU,2.1
-0.363,0.165,0.416,1.013,0.68,0.414,0.414,0.15,0.165,0.201,0.201,0.676,DNA-1_LVa,2.1.1.13
-0.297,0.356,0.668,0.738,0.739,0.666,0.666,0.29,0.363,0.093,0.093,0.735,DNA-1_NV,2.1
-0.059,0.018,0.165,0.875,0.429,0.165,0.165,0.0,0.017,0.159,0.159,0.427,DNA-1_OS,2.1.1.10
-0.338,0.25,0.522,0.746,0.638,0.52,0.52,0.171,0.253,0.049,0.049,0.634,DNA-1_PI,2.1
-0.279,0.222,0.525,0.723,0.648,0.523,0.523,0.177,0.225,0.006,0.006,0.644,DNA-1_PPac,2.1
-0.243,0.44,0.791,0.557,0.723,0.79,0.79,0.465,0.447,-0.059,-0.059,0.717,DNA-1_PSt,2.1
-0.351,0.671,1.003,0.521,0.805,1.004,1.004,0.668,0.681,0.052,0.052,0.801,DNA-1_RC,2.1
-0.34,0.449,0.75,0.675,0.771,0.75,0.75,0.444,0.456,0.049,0.049,0.771,DNA-1_RPr,2.1
-0.436,0.457,0.754,1.03,0.736,0.753,0.753,0.358,0.464,0.215,0.215,0.73,DNA-1_SM,2.1
-0.346,0.243,0.472,0.585,0.515,0.471,0.471,0.097,0.244,-0.081,-0.081,0.511,DNA-1_SP,2.1
-0.342,0.276,0.524,0.71,0.624,0.522,0.522,0.195,0.277,0.029,0.029,0.62,DNA-1_SSa,2.1
-0.44,0.389,0.636,0.461,0.57,0.635,0.635,0.26,0.394,-0.042,-0.042,0.566,DNA-2-10_DR,2.1
-0.34,0.328,0.62,0.723,0.675,0.619,0.619,0.26,0.332,0.046,0.046,0.671,DNA-2-10_NV,2.1
-0.361,0.377,0.67,0.668,0.656,0.668,0.668,0.323,0.382,0.013,0.013,0.651,DNA-2-11_DR,2.1
-0.734,0.709,0.81,0.566,0.621,0.812,0.812,0.336,0.707,0.011,0.011,0.618,DNA-2-13_DR,2.1
-0.376,0.361,0.645,0.574,0.652,0.643,0.643,0.286,0.367,-0.019,-0.019,0.648,DNA-2-14_DR,2.1.1.9
-0.528,0.246,0.483,0.44,0.419,0.482,0.482,0.229,0.249,-0.144,-0.144,0.417,DNA-2-15_DR,2.1
-0.424,0.136,0.479,0.783,0.743,0.477,0.477,0.075,0.137,0.039,0.039,0.738,DNA-2-16_DR,2.1
-0.432,0.215,0.501,0.652,0.631,0.498,0.498,0.097,0.217,0.036,0.036,0.627,DNA-2-17_DR,2.1.1.9
-0.552,0.369,0.597,0.424,0.593,0.596,0.596,0.318,0.374,-0.074,-0.074,0.59,DNA-2-19_DR,2.1
-0.453,0.333,0.581,0.581,0.64,0.579,0.579,0.233,0.335,0.018,0.018,0.637,DNA-2-1_HM,2.1
-0.317,0.351,0.562,0.555,0.527,0.561,0.561,0.212,0.355,0.015,0.015,0.522,DNA-2-1_NV,2.1
-0.476,0.346,0.758,0.508,0.706,0.757,0.757,0.314,0.356,-0.052,-0.052,0.704,DNA-2-22_DR,2.1.1.9
-0.314,0.494,0.79,0.478,0.679,0.789,0.789,0.47,0.503,-0.043,-0.043,0.676,DNA-2-23_DR,2.1.1.9
-0.283,0.383,0.756,0.786,0.726,0.755,0.755,0.372,0.389,0.085,0.085,0.72,DNA-2-25_DR,2.1.1.9
-0.439,0.031,0.32,0.797,0.619,0.318,0.318,0.029,0.027,0.074,0.074,0.615,DNA-2-26_DR,2.1.1.9
-0.435,0.379,0.719,0.704,0.751,0.717,0.717,0.2,0.386,0.06,0.06,0.746,DNA-2-27_DR,2.1
-0.267,0.357,0.61,0.467,0.538,0.607,0.607,0.028,0.36,-0.181,-0.181,0.535,DNA-2-28_DR,2.1
-0.233,0.178,0.396,0.334,0.395,0.396,0.396,0.205,0.184,-0.175,-0.175,0.392,DNA-2-29_DR,2.1
-0.044,0.021,0.59,0.629,0.727,0.587,0.587,0.177,0.027,0.027,0.027,0.722,DNA-2-2_DR,2.1
-0.395,0.466,0.714,0.589,0.666,0.713,0.713,0.429,0.472,-0.002,-0.002,0.662,DNA-2-2_HM,2.1
-0.269,0.369,0.623,0.926,0.673,0.621,0.621,0.249,0.374,0.148,0.148,0.666,DNA-2-2_NV,2.1
-0.168,0.586,0.941,0.664,0.763,0.938,0.938,0.319,0.595,-0.044,-0.044,0.758,DNA-2-2_NVi,2.1
-0.304,0.485,0.787,0.5,0.666,0.786,0.786,0.504,0.494,-0.004,-0.004,0.66,DNA-2-30B_DR,2.1
-0.238,0.552,0.892,0.488,0.702,0.891,0.891,0.568,0.565,-0.009,-0.009,0.697,DNA-2-30_DR,2.1
-0.485,0.409,0.688,0.527,0.659,0.686,0.686,0.259,0.413,-0.093,-0.093,0.656,DNA-2-32_DR,2.1
-0.33,0.452,0.742,0.465,0.668,0.741,0.741,0.205,0.459,-0.086,-0.086,0.666,DNA-2-33B_DR,2.1
-0.379,0.41,0.762,0.499,0.683,0.76,0.76,0.419,0.418,-0.092,-0.092,0.679,DNA-2-34_DR,2.1
-0.374,0.479,0.754,0.563,0.69,0.753,0.753,0.479,0.485,0.024,0.024,0.687,DNA-2-3_HM,2.1
-0.262,0.309,0.592,0.733,0.572,0.59,0.59,0.145,0.314,0.036,0.036,0.566,DNA-2-3_NV,2.1
-0.437,0.401,0.612,0.534,0.578,0.612,0.612,0.174,0.403,-0.022,-0.022,0.576,DNA-2-3_NVi,2.1
-0.34,0.318,0.586,0.625,0.642,0.584,0.584,0.186,0.32,-0.078,-0.078,0.638,DNA-2-4_DR,2.1
-0.392,0.307,0.584,0.671,0.664,0.583,0.583,0.178,0.311,0.04,0.04,0.66,DNA-2-4_NV,2.1
-0.227,0.306,0.536,0.661,0.605,0.535,0.535,0.235,0.31,0.056,0.056,0.601,DNA-2-5_NV,2.1
-0.348,0.462,0.806,0.58,0.716,0.804,0.804,0.465,0.471,-0.024,-0.024,0.712,DNA-2-7_DR,2.1
-0.418,0.395,0.678,0.729,0.746,0.677,0.677,0.23,0.398,0.119,0.119,0.742,DNA-2-7_NV,2.1
-0.381,0.317,0.584,0.5,0.565,0.582,0.582,0.163,0.32,-0.12,-0.12,0.561,DNA-2-8_DR,2.1.1.9
-0.325,0.318,0.569,0.69,0.56,0.567,0.567,0.343,0.324,0.06,0.06,0.555,DNA-2-N1_TA,2.1
-0.441,0.51,0.6,0.714,0.533,0.601,0.601,0.356,0.51,0.07,0.07,0.529,DNA-2-N2_TA,2.1
-0.363,0.416,0.691,0.619,0.679,0.69,0.69,0.304,0.42,0.0,0.0,0.675,DNA-20B_LSal,2.1
-0.111,0.221,0.529,0.64,0.631,0.528,0.528,0.063,0.223,0.029,0.029,0.627,DNA-20_ALy,2.1
-0.253,0.12,0.314,0.605,0.404,0.313,0.313,0.098,0.12,-0.025,-0.025,0.399,DNA-20_CGi,2.1
-0.296,0.242,0.579,0.682,0.593,0.577,0.577,0.212,0.248,0.005,0.005,0.585,DNA-20_EL,2.1
-0.329,0.519,0.841,0.647,0.784,0.839,0.839,0.468,0.527,0.021,0.021,0.779,DNA-20_LSal,2.1
-0.289,0.184,0.398,0.576,0.475,0.397,0.397,0.095,0.185,-0.053,-0.053,0.472,DNA-21_CCri,2.1
-0.316,0.769,1.127,0.593,0.818,1.126,1.126,0.566,0.781,0.018,0.018,0.813,DNA-21_CGi,2.1
-0.439,0.225,0.504,0.61,0.602,0.502,0.502,0.167,0.228,-0.032,-0.032,0.597,DNA-21_EL,2.1
-0.311,0.205,0.479,0.693,0.509,0.479,0.479,-0.025,0.207,0.009,0.009,0.503,DNA-21_LSal,2.1
-0.399,0.274,0.42,0.474,0.565,0.42,0.42,0.09,0.272,-0.186,-0.186,0.562,DNA-22_CGi,2.1
-0.389,0.201,0.382,0.598,0.476,0.381,0.381,0.102,0.2,-0.024,-0.024,0.471,DNA-22_EL,2.1
-0.217,0.42,0.75,0.751,0.744,0.749,0.749,0.271,0.427,0.014,0.014,0.74,DNA-22_LSal,2.1
-0.387,0.171,0.65,0.575,0.707,0.65,0.65,0.462,0.174,-0.069,-0.069,0.704,DNA-22_PSt,2.1
-0.404,0.454,0.724,0.567,0.639,0.724,0.724,0.299,0.46,0.03,0.03,0.636,DNA-23_CGi,2.1
-0.392,0.355,0.6,0.564,0.609,0.599,0.599,0.165,0.358,-0.009,-0.009,0.607,DNA-23_LSal,2.1
-0.366,0.411,0.699,0.912,0.767,0.698,0.698,0.405,0.415,0.13,0.13,0.763,DNA-23_PSt,2.1
-0.423,0.409,0.691,0.618,0.678,0.69,0.69,0.366,0.414,0.03,0.03,0.674,DNA-24B_CGi,2.1
-0.643,0.701,0.679,0.432,0.508,0.682,0.682,0.178,0.695,-0.057,-0.057,0.503,DNA-24_AFC,2.1
-0.401,0.366,0.656,0.735,0.688,0.655,0.655,0.334,0.371,0.067,0.067,0.683,DNA-24_CGi,2.1
-0.426,0.488,0.783,0.573,0.685,0.782,0.782,0.322,0.495,-0.021,-0.021,0.68,DNA-24_LSal,2.1
-0.206,0.214,0.48,0.695,0.556,0.479,0.479,0.131,0.218,-0.005,-0.005,0.552,DNA-24_PSt,2.1
-0.361,0.399,0.733,0.766,0.797,0.731,0.731,0.278,0.404,0.034,0.034,0.794,DNA-25_CGi,2.1
-0.34,0.336,0.658,0.917,0.829,0.656,0.656,0.246,0.338,0.156,0.156,0.827,DNA-25_LSal,2.1
-0.533,0.522,0.69,0.425,0.499,0.691,0.691,0.244,0.524,0.021,0.021,0.498,DNA-26_CGi,2.1
-0.299,0.438,0.82,0.652,0.754,0.818,0.818,0.616,0.445,0.016,0.016,0.747,DNA-26_LSal,2.1
-0.439,0.3,0.542,0.863,0.657,0.54,0.54,0.227,0.301,0.127,0.127,0.653,DNA-27B_LSal,2.1
-0.327,0.331,0.552,0.916,0.662,0.549,0.549,0.253,0.332,0.145,0.145,0.658,DNA-27_LSal,2.1
